,caseId,justiceName,petac,respac,sgpetac,sgrespac,justiceMQ,petNumStat,respNumStat,lowerConservative,lowerConXjusticeMQ,unpleasantDiff_totalWords,pleasantDiff_totalWords,questionDifference,petVote
793,2005-014,SDOConnor,8,1,0,0,-0.027,10,9,1,-0.027000001,0.62388587,-2.245989084,-1,1
794,2008-004,JGRoberts,2,3,0,0,1.699,3,9,1,1.699000001,2.905569077,2.421307564,9,0
795,2008-012,JPStevens,1,0,0,0,-2.545,3,9,0,0,4.848484993,3.636363745,10,0
796,2006-034,SGBreyer,3,0,0,0,-1.478,3,9,1,-1.478000045,-5.035971165,-4.676259041,-11,1
797,2008-039,AMKennedy,2,0,0,0,0.588,3,9,1,0.588,-4.020921707,1.43184042,3,1
798,2008-007,SGBreyer,0,0,0,0,-1.11,3,9,1,-1.110000014,4.32934761,1.16445601,-1,1
799,2007-025,AScalia,2,0,0,0,2.755,3,9,1,2.755000114,-2.846300125,-1.897533417,13,0
800,2007-026,DHSouter,7,5,1,0,-1.487,3,9,1,-1.486999989,0.603233814,0.48507452,0,1
801,2004-070,WHRehnquist,3,3,0,0,1.49,3,9,1,1.49000001,6.313691139,4.098360538,5,0
802,2004-036,SDOConnor,1,0,0,0,0.084,3,9,1,0.083999999,3.754266262,-10.17285061,8,1
803,2006-055,JPStevens,1,4,0,1,-2.437,3,9,1,-2.437000036,0.82709837,-0.460630178,-12,1
804,2008-004,DHSouter,2,3,0,0,-1.506,3,9,1,-1.506000042,0.518684387,-0.28238976,-7,0
805,2008-048,JGRoberts,4,1,0,0,1.699,3,9,1,1.699000001,3.862068892,4.965517044,23,1
806,2005-047,RBGinsburg,3,1,0,1,-1.467,3,9,1,-1.467000008,-0.904290199,-0.290429115,24,0
807,2004-043,AMKennedy,1,1,0,0,0.534,3,9,1,0.533999979,0.994781733,1.252446175,7,0
808,2005-052,AMKennedy,3,1,0,0,0.441,3,9,1,0.441000015,-0.275615931,3.447903156,1,1
809,2004-023,CThomas,2,2,0,0,4.225,3,9,1,4.224999905,0,0,0,0
810,2007-026,SAAlito,7,5,1,0,1.701,3,9,1,1.700999975,4.918032646,1.092896223,9,0
811,2006-034,CThomas,3,0,0,0,4.396,3,9,1,4.395999908,0,0,0,0
812,2004-061,JPStevens,2,1,0,0,-2.522,3,9,1,-2.522000074,-0.04028511,-2.825736523,-13,1
813,2008-004,AMKennedy,2,3,0,0,0.588,3,9,1,0.588,0,-1.834862351,-3,0
814,2006-061,CThomas,1,0,0,0,4.396,3,9,1,4.395999908,0,0,0,0
815,2007-067,JGRoberts,1,7,0,0,1.616,3,9,1,1.616000056,-1.9512043,2.47781682,3,1
816,2005-063,DHSouter,3,1,0,0,-1.587,3,9,1,-1.587000012,2.296918869,3.707853556,-5,1
817,2005-071,AMKennedy,4,6,0,0,0.441,3,9,1,0.441000015,-5.219594479,0.478603601,-5,0
818,2004-065,RBGinsburg,2,2,0,0,-1.697,3,9,1,-1.697000027,2.108670235,0.376878738,-4,1
819,2007-068,AMKennedy,7,2,0,0,0.342,3,9,1,0.342000008,-3.11601162,-0.086289525,1,1
820,2006-061,DHSouter,1,0,0,0,-1.465,3,9,1,-1.465000033,2.708333492,0.833333492,-2,1
821,2005-064,AScalia,6,3,0,1,2.72,3,9,1,2.720000029,2.506526947,-2.021965027,24,1
822,2008-007,AScalia,0,0,0,0,2.736,3,9,1,2.736000061,-3.13267827,-1.801801801,-14,1
823,2004-065,AMKennedy,2,2,0,0,0.534,3,9,1,0.533999979,-0.088097572,-2.272563696,12,0
824,2008-007,AMKennedy,0,0,0,0,0.588,3,9,1,0.588,-7.519379616,-2.222222328,3,1
825,2007-068,RBGinsburg,7,2,0,0,-1.564,3,9,1,-1.56400001,2.266683578,1.245198727,7,1
826,2005-087,SAAlito,2,3,0,1,1.584,3,9,1,1.583999991,-1.20772934,1.570048332,0,0
827,2006-061,RBGinsburg,1,0,0,0,-1.577,3,9,1,-1.577000022,0.887511015,1.005438805,-9,1
828,2005-071,RBGinsburg,4,6,0,0,-1.467,3,9,1,-1.467000008,-1.962535977,-1.33162117,8,0
829,2006-063,RBGinsburg,2,1,0,0,-1.577,3,9,1,-1.577000022,-1.733521461,0.372908831,-4,1
830,2004-019,SDOConnor,0,1,0,0,0.084,3,9,1,0.083999999,6.122448921,6.122448921,2,0
831,2005-087,SGBreyer,2,3,0,1,-1.4,3,9,1,-1.399999976,-4.461240292,0.804617405,20,1
832,2008-004,JPStevens,2,3,0,0,-2.545,3,9,1,-2.545000076,-3.133903027,-1.424501419,-12,0
833,2005-047,AScalia,3,1,0,1,2.72,3,9,1,2.720000029,0.531934261,1.16915679,10,1
834,2004-049,AMKennedy,1,1,0,0,0.534,3,9,1,0.533999979,0.33145237,-1.191739798,2,1
835,2005-070,SAAlito,2,4,0,1,1.584,3,9,1,1.583999991,4.337686539,1.42257452,-7,0
836,2005-087,DHSouter,2,3,0,1,-1.587,3,9,1,-1.587000012,-4.029304504,2.07570219,14,0
837,2008-039,RBGinsburg,2,0,0,0,-1.65,3,9,1,-1.649999976,-2.876983881,1.785714269,3,1
838,2006-061,JPStevens,1,0,0,0,-2.437,3,9,1,-2.437000036,2.165724754,1.780516863,0,1
839,2008-036,DHSouter,1,4,0,0,-1.506,3,9,1,-1.506000042,4.63499403,3.128621101,17,0
840,2005-070,AScalia,2,4,0,1,2.72,3,9,1,2.720000029,-2.636765242,0.494704485,-45,0
841,2008-078,AScalia,4,2,0,1,2.736,3,9,1,2.736000061,-2.995951414,1.497975707,-13,1
842,2007-026,JPStevens,7,5,1,0,-2.349,3,9,1,-2.348999977,1.953868628,-3.175816774,-6,0
843,2004-023,DHSouter,2,2,0,0,-1.698,3,9,1,-1.697999954,1.866952896,0.504291773,-11,1
844,2006-014,JPStevens,1,0,0,0,-2.437,3,9,1,-2.437000036,-0.070995808,-1.983150363,-2,1
845,2005-087,CThomas,2,3,0,1,4.341,3,9,1,4.34100008,0,0,0,0
846,2005-014,CThomas,8,1,0,0,4.341,10,9,1,4.34100008,0,0,0,1
847,2005-063,JPStevens,3,1,0,0,-2.418,3,9,1,-2.417999983,-5.932203293,-4.237287998,-10,1
848,2007-026,RBGinsburg,7,5,1,0,-1.564,3,9,1,-1.56400001,-0.405743122,-0.402536392,-13,1
849,2006-061,AScalia,1,0,0,0,2.797,3,9,1,2.796999931,2.814097881,0.693571448,3,0
850,2004-070,DHSouter,3,3,0,0,-1.698,3,9,1,-1.697999954,1.952240944,0.701897383,-7,1
851,2006-014,DHSouter,1,0,0,0,-1.465,3,9,1,-1.465000033,-1.081493139,0.308239937,-8,1
852,2005-087,AMKennedy,2,3,0,1,0.441,3,9,1,0.441000015,2.224178791,1.221193075,7,1
853,2005-083,SAAlito,11,3,0,0,1.584,2,9,1,1.583999991,2.266666651,-0.622222304,1,0
854,2007-067,DHSouter,1,7,0,0,-1.487,3,9,1,-1.486999989,-2.688172102,-1.612903237,-3,1
855,2004-021,DHSouter,1,3,0,1,-1.698,3,9,1,-1.697999954,-1.881849766,0.720380783,-5,1
856,2006-016,JGRoberts,2,0,0,0,1.607,3,9,1,1.606999993,-3.286569595,-1.542139769,34,0
857,2005-052,DHSouter,3,1,0,0,-1.587,3,9,1,-1.587000012,-1.145232439,0.03411293,-8,1
858,2004-021,SGBreyer,1,3,0,1,-1.182,3,9,1,-1.182000041,0.575979233,-2.441623688,18,0
859,2005-018,SDOConnor,13,10,0,0,-0.027,3,9,0,0,-1.636623383,-0.178955078,12,0
860,2008-004,RBGinsburg,2,3,0,0,-1.65,3,9,1,-1.649999976,0.775400877,-0.347593665,9,0
861,2004-057,RBGinsburg,1,1,0,0,-1.697,3,9,1,-1.697000027,-3.152820349,-0.206136465,-4,1
862,2008-039,AScalia,2,0,0,0,2.736,3,9,1,2.736000061,0.054069042,-0.123790622,21,0
863,2006-033,AScalia,3,0,0,0,2.797,3,9,1,2.796999931,-17.02586174,1.149425268,8,0
864,2004-023,SDOConnor,2,2,0,0,0.084,3,9,1,0.083999999,-1.869876862,1.408811569,2,1
865,2004-070,SGBreyer,3,3,0,0,-1.182,3,9,1,-1.182000041,-1.252518892,-1.087309361,-9,0
866,2007-026,CThomas,7,5,1,0,4.372,3,9,1,4.372000217,0,0,0,0
867,2005-083,SGBreyer,11,3,0,0,-1.4,2,9,1,-1.399999976,-0.357758045,0.858984947,-11,1
868,2004-043,RBGinsburg,1,1,0,0,-1.697,3,9,1,-1.697000027,4.067796707,1.355932236,11,1
869,2004-073,SDOConnor,2,3,0,0,0.084,1,9,1,0.083999999,1.437335491,4.294478416,11,1
870,2008-059,CThomas,7,2,0,0,4.274,3,9,1,4.274000168,0,0,0,0
871,2005-064,SAAlito,6,3,0,1,1.584,3,9,1,1.583999991,7.058823586,4.705882549,5,1
872,2004-070,AScalia,3,3,0,0,2.725,3,9,1,2.724999905,8.333333015,16.66666603,2,0
873,2007-026,AScalia,7,5,1,0,2.755,3,9,1,2.755000114,0.071510315,-0.45766592,5,0
874,2005-018,AMKennedy,13,10,0,0,0.441,3,9,0,0,-2.141372204,0.374220371,3,0
875,2004-070,AMKennedy,3,3,0,0,0.534,3,9,1,0.533999979,1.501111984,-2.538917542,1,0
876,2004-050,SDOConnor,8,9,0,1,0.084,3,9,1,0.083999999,2.108599663,1.438630342,5,1
877,2006-016,AScalia,2,0,0,0,2.797,3,9,1,2.796999931,7.722385406,-2.421234608,-5,0
878,2006-035,SAAlito,3,2,0,0,1.608,3,9,1,1.60800004,6.578947544,-0.292397499,0,0
879,2004-049,CThomas,1,1,0,0,4.225,3,9,1,4.224999905,0,0,0,0
880,2007-067,RBGinsburg,1,7,0,0,-1.564,3,9,1,-1.56400001,-1.113382339,1.629733324,18,1
881,2006-035,JGRoberts,3,2,0,0,1.607,3,9,1,1.606999993,-0.831847668,1.568627596,8,0
882,2008-078,CThomas,4,2,0,1,4.274,3,9,1,4.274000168,0,0,0,1
883,2004-036,AMKennedy,1,0,0,0,0.534,3,9,1,0.533999979,2.771039009,-0.827538013,2,1
884,2005-087,JGRoberts,2,3,0,1,1.568,3,9,1,1.567999959,-2.604849339,0.830056906,8,0
885,2004-043,SGBreyer,1,1,0,0,-1.182,3,9,1,-1.182000041,4.437553406,0.959218502,3,1
886,2004-049,AScalia,1,1,0,0,2.725,3,9,1,2.724999905,2.584670544,1.063576937,6,0
887,2005-047,CThomas,3,1,0,1,4.341,3,9,1,4.34100008,0,0,0,1
888,2006-014,AMKennedy,1,0,0,0,0.435,3,9,1,0.435000002,-0.049137115,4.916773796,-7,0
889,2006-035,DHSouter,3,2,0,0,-1.465,3,9,1,-1.465000033,-2.650052547,1.002023578,-3,1
890,2006-061,SAAlito,1,0,0,0,1.608,3,9,1,1.60800004,-3.478260756,-1.739130378,-3,0
891,2008-007,CThomas,0,0,0,0,4.274,3,9,1,4.274000168,0,0,0,1
892,2007-025,AMKennedy,2,0,0,0,0.342,3,9,1,0.342000008,0,0,-1,1
893,2005-087,AScalia,2,3,0,1,2.72,3,9,1,2.720000029,0.915331841,-0.839054108,3,0
894,2004-049,SGBreyer,1,1,0,0,-1.182,3,9,1,-1.182000041,1.333333492,-0.962962866,-6,1
895,2005-018,AScalia,13,10,0,0,2.72,3,9,0,0,-0.964539051,-3.120567322,-28,1
896,2005-052,JGRoberts,3,1,0,0,1.568,3,9,1,1.567999959,4.729729652,-2.042041779,10,1
897,2008-007,RBGinsburg,0,0,0,0,-1.65,3,9,1,-1.649999976,-2.672694683,-0.448462963,-2,1
898,2006-075,CThomas,5,1,0,0,4.396,3,9,1,4.395999908,0,0,0,0
899,2006-061,AMKennedy,1,0,0,0,0.435,3,9,1,0.435000002,3.215434074,2.893890619,10,0
900,2005-052,CThomas,3,1,0,0,4.341,3,9,1,4.34100008,-2.307692289,-2.307692289,-3,1
901,2004-057,SDOConnor,1,1,0,0,0.084,3,9,1,0.083999999,1.23784256,0.397877932,-2,1
902,2004-073,WHRehnquist,2,3,0,0,1.49,1,9,1,1.49000001,2.702702761,8.108108521,-2,1
903,2005-071,CThomas,4,6,0,0,4.341,3,9,1,4.34100008,0,0,0,0
904,2004-019,AScalia,0,1,0,0,2.725,3,9,1,2.724999905,-7.744579792,-0.236206532,-5,0
905,2006-014,JGRoberts,1,0,0,0,1.607,3,9,1,1.606999993,3.198887348,-1.662803411,12,1
906,2004-073,SGBreyer,2,3,0,0,-1.182,1,9,1,-1.182000041,-2.214737892,-0.353630781,-6,1
907,2005-071,AScalia,4,6,0,0,2.72,3,9,1,2.720000029,-4.596901894,0.390528917,22,0
908,2005-064,SGBreyer,6,3,0,1,-1.4,3,9,1,-1.399999976,-3.355704784,-1.879194617,-15,1
909,2004-019,RBGinsburg,0,1,0,0,-1.697,3,9,1,-1.697000027,1.011605501,-1.020914793,3,0
910,2005-052,AScalia,3,1,0,0,2.72,3,9,1,2.720000029,1.754985332,0.066101074,-8,1
911,2008-048,CThomas,4,1,0,0,4.274,3,9,1,4.274000168,0,0,0,0
912,2006-063,JGRoberts,2,1,0,0,1.607,3,9,1,1.606999993,-0.942194462,-0.529984474,-1,1
913,2007-067,AMKennedy,1,7,0,0,0.342,3,9,1,0.342000008,-4.037363529,3.102404594,1,0
914,2005-083,AMKennedy,11,3,0,0,0.441,2,9,1,0.441000015,0.575424671,-0.91711235,-5,0
915,2004-019,JPStevens,0,1,0,0,-2.522,3,9,1,-2.522000074,-1.014024258,-0.435189724,-22,0
916,2004-061,AMKennedy,2,1,0,0,0.534,3,9,1,0.533999979,-2.160322428,0.354264975,0,1
917,2005-047,SGBreyer,3,1,0,1,-1.4,3,9,1,-1.399999976,-0.231659889,-1.478764534,4,1
918,2006-055,DHSouter,1,4,0,1,-1.465,3,9,1,-1.465000033,-4.23940134,-2.992518663,-12,1
919,2004-043,AScalia,1,1,0,0,2.725,3,9,1,2.724999905,1.535817385,2.395209551,25,0
920,2004-073,JPStevens,2,3,0,0,-2.522,1,9,1,-2.522000074,-3.986711025,6.533776283,-17,1
921,2004-050,RBGinsburg,8,9,0,1,-1.697,3,9,1,-1.697000027,2.463693857,0.994971871,-4,0
922,2004-043,DHSouter,1,1,0,0,-1.698,3,9,1,-1.697999954,-4.65168047,0.592472076,-12,1
923,2006-063,SGBreyer,2,1,0,0,-1.478,3,9,1,-1.478000045,-0.021836281,-0.248385429,1,1
924,2004-021,CThomas,1,3,0,1,4.225,3,9,1,4.224999905,0,0,0,1
925,2004-023,JPStevens,2,2,0,0,-2.522,3,9,1,-2.522000074,1.318257093,1.169332623,-9,1
926,2004-073,AMKennedy,2,3,0,0,0.534,1,9,1,0.533999979,4.247104168,3.088803053,13,1
927,2006-059,DHSouter,10,2,1,0,-1.465,3,9,0,0,-3.033478498,4.996317863,-7,1
928,2007-068,DHSouter,7,2,0,0,-1.487,3,9,1,-1.486999989,-3.241134644,-0.695035458,0,1
929,2004-070,RBGinsburg,3,3,0,0,-1.697,3,9,1,-1.697000027,-4.689619064,-1.627543211,-12,0
930,2005-064,AMKennedy,6,3,0,1,0.441,3,9,1,0.441000015,-1.41992569,1.932029724,3,1
931,2008-039,JPStevens,2,0,0,0,-2.545,3,9,1,-2.545000076,-0.640813589,-0.033050537,-17,1
932,2008-039,DHSouter,2,0,0,0,-1.506,3,9,1,-1.506000042,-4.032258034,-0.806451619,-4,1
933,2007-067,AScalia,1,7,0,0,2.755,3,9,1,2.755000114,-1.283400059,-0.218809128,3,1
934,2005-063,AScalia,3,1,0,0,2.72,3,9,1,2.720000029,2.06069684,-0.055802107,12,0
935,2008-078,DHSouter,4,2,0,1,-1.506,3,9,1,-1.506000042,0.528035164,-2.763599873,-13,1
936,2004-036,DHSouter,1,0,0,0,-1.698,3,9,1,-1.697999954,5,11.25,-2,1
937,2004-073,RBGinsburg,2,3,0,0,-1.697,1,9,1,-1.697000027,-3.001634121,-0.565359354,6,1
938,2005-071,JGRoberts,4,6,0,0,1.568,3,9,1,1.567999959,-0.253436089,0.07576251,9,0
939,2006-033,SGBreyer,3,0,0,0,-1.478,3,9,1,-1.478000045,-5.035971165,-4.676259041,-11,1
940,2008-036,RBGinsburg,1,4,0,0,-1.65,3,9,1,-1.649999976,-2.720306396,-0.116684079,8,0
941,2006-075,DHSouter,5,1,0,0,-1.465,3,9,1,-1.465000033,0.583145618,-0.357758045,-1,1
942,2004-065,CThomas,2,2,0,0,4.225,3,9,1,4.224999905,0,0,0,0
943,2004-050,AMKennedy,8,9,0,1,0.534,3,9,1,0.533999979,-0.183284521,1.490713596,7,0
944,2004-057,CThomas,1,1,0,0,4.225,3,9,1,4.224999905,0,0,0,0
945,2008-059,AMKennedy,7,2,0,0,0.588,3,9,1,0.588,-1.424025536,3.089948177,4,0
946,2007-025,CThomas,2,0,0,0,4.372,3,9,1,4.372000217,0,0,0,0
947,2005-070,RBGinsburg,2,4,0,1,-1.467,3,9,1,-1.467000008,-1.844389439,-1.091773748,-3,0
948,2008-036,CThomas,1,4,0,0,4.274,3,9,1,4.274000168,0,0,0,0
949,2004-021,SDOConnor,1,3,0,1,0.084,3,9,1,0.083999999,0.034806728,1.782109141,14,1
950,2006-055,CThomas,1,4,0,1,4.396,3,9,1,4.395999908,0,0,0,0
951,2008-004,AScalia,2,3,0,0,2.736,3,9,1,2.736000061,-0.7047925,2.41508913,-6,0
952,2006-016,RBGinsburg,2,0,0,0,-1.577,3,9,1,-1.577000022,-1.090429068,-1.980198026,-4,1
953,2008-048,JPStevens,4,1,0,0,-2.545,3,9,1,-2.545000076,-4.145077705,5.896866322,-5,1
954,2006-035,AScalia,3,2,0,0,2.797,3,9,1,2.796999931,2.912060261,2.026316643,11,0
955,2008-004,SGBreyer,2,3,0,0,-1.11,3,9,1,-1.110000014,-0.396699429,-1.226242065,-8,0
956,2004-057,JPStevens,1,1,0,0,-2.522,3,9,1,-2.522000074,1.45348835,2.616278887,-8,1
957,2006-034,JGRoberts,3,0,0,0,1.607,3,9,1,1.606999993,-0.08642292,-1.561374664,14,0
958,2004-023,SGBreyer,2,2,0,0,-1.182,3,9,1,-1.182000041,-6.25,-3.472222328,-1,1
959,2008-059,SGBreyer,7,2,0,0,-1.11,3,9,1,-1.110000014,-4.825737476,-2.546916962,-16,1
960,2006-035,AMKennedy,3,2,0,0,0.435,3,9,1,0.435000002,-2.623688221,0.847076535,-1,1
961,2008-059,AScalia,7,2,0,0,2.736,3,9,1,2.736000061,0.839594364,-2.767453909,6,0
962,2007-016,JPStevens,2,1,0,0,-2.349,3,9,1,-2.348999977,1.143764019,-0.627102494,-9,1
963,2004-050,CThomas,8,9,0,1,4.225,3,9,1,4.224999905,0,0,0,0
964,2005-047,AMKennedy,3,1,0,1,0.441,3,9,1,0.441000015,7.766990185,0,9,0
965,2004-061,CThomas,2,1,0,0,4.225,3,9,1,4.224999905,0,0,0,0
966,2007-016,SAAlito,2,1,0,0,1.701,3,9,1,1.700999975,1.851851821,3.703703642,2,1
967,2004-057,AMKennedy,1,1,0,0,0.534,3,9,1,0.533999979,-0.181112051,-1.410620213,4,1
968,2005-083,JGRoberts,11,3,0,0,1.568,2,9,1,1.567999959,-1.706801653,1.155056,6,0
969,2008-048,RBGinsburg,4,1,0,0,-1.65,3,9,1,-1.649999976,-1.589089155,1.10110116,4,1
970,2005-064,DHSouter,6,3,0,1,-1.587,3,9,1,-1.587000012,-2.723495722,1.161717176,10,1
971,2006-034,AMKennedy,3,0,0,0,0.435,3,9,1,0.435000002,9.762956619,13.11771774,-9,1
972,2005-018,SGBreyer,13,10,0,0,-1.4,3,9,0,0,4.760054588,1.487169862,2,0
973,2008-012,AMKennedy,1,0,0,0,0.588,3,9,0,0,-1.028630257,1.878964424,6,0
974,2006-033,DHSouter,3,0,0,0,-1.465,3,9,1,-1.465000033,0,0,0,1
975,2008-059,JPStevens,7,2,0,0,-2.545,3,9,1,-2.545000076,0.308202744,-0.723091602,-9,1
976,2004-021,AMKennedy,1,3,0,1,0.534,3,9,1,0.533999979,-0.029987812,-2.069172382,-7,0
977,2008-059,JGRoberts,7,2,0,0,1.699,3,9,1,1.699000001,-1.89248395,0.492229223,9,0
978,2005-052,JPStevens,3,1,0,0,-2.418,3,9,1,-2.417999983,-4.477612019,-5.4726367,-7,1
979,2008-078,AMKennedy,4,2,0,1,0.588,3,9,1,0.588,-0.8129251,-0.087991238,-6,0
980,2008-012,CThomas,1,0,0,0,4.274,3,9,0,0,0,0,0,0
981,2007-016,AScalia,2,1,0,0,2.755,3,9,1,2.755000114,0.482238293,-3.331902027,8,1
982,2005-063,AMKennedy,3,1,0,0,0.441,3,9,1,0.441000015,-2.437703133,-1.282051325,-6,1
983,2006-059,JPStevens,10,2,1,0,-2.437,3,9,0,0,-2.972130775,2.567988634,-4,1
984,2008-078,RBGinsburg,4,2,0,1,-1.65,3,9,1,-1.649999976,-2.411764622,-0.941176414,3,1
985,2006-075,SAAlito,5,1,0,0,1.608,3,9,1,1.60800004,8.196721077,0,2,0
986,2007-068,JGRoberts,7,2,0,0,1.616,3,9,1,1.616000056,4.466230869,2.287581682,11,0
987,2005-070,DHSouter,2,4,0,1,-1.587,3,9,1,-1.587000012,1.713087082,-0.789424419,-11,0
988,2008-039,CThomas,2,0,0,0,4.274,3,9,1,4.274000168,0,0,0,1
989,2005-063,JGRoberts,3,1,0,0,1.568,3,9,1,1.567999959,0,0.406503916,2,0
990,2006-075,JGRoberts,5,1,0,0,1.607,3,9,1,1.606999993,3.951612949,2.481389523,9,0
991,2006-075,SGBreyer,5,1,0,0,-1.478,3,9,1,-1.478000045,-4.575163364,-2.614379168,-12,1
992,2006-075,AScalia,5,1,0,0,2.797,3,9,1,2.796999931,4.100866318,1.167905688,14,0
993,2004-057,SGBreyer,1,1,0,0,-1.182,3,9,1,-1.182000041,-3.693419456,1.47204268,-3,1
994,2004-036,SGBreyer,1,0,0,0,-1.182,3,9,1,-1.182000041,-3.954802275,-3.01318264,-7,1
995,2005-070,SGBreyer,2,4,0,1,-1.4,3,9,1,-1.399999976,-0.409166336,0.498803139,-23,0
996,2005-052,SGBreyer,3,1,0,0,-1.4,3,9,1,-1.399999976,-1.799518585,-0.238906145,-3,1
997,2006-055,SAAlito,1,4,0,1,1.608,3,9,1,1.60800004,-3.684097052,-3.684097052,0,0
998,2006-033,AMKennedy,3,0,0,0,0.435,3,9,1,0.435000002,9.762956619,13.11771774,-9,1
999,2004-043,SDOConnor,1,1,0,0,0.084,3,9,1,0.083999999,2.857142925,7.142857075,6,0
1000,2008-036,AMKennedy,1,4,0,0,0.588,3,9,1,0.588,-0.925593853,0.56139493,-1,0
1001,2008-078,JGRoberts,4,2,0,1,1.699,3,9,1,1.699000001,0.264979601,0.176652908,1,0
1002,2004-070,SDOConnor,3,3,0,0,0.084,3,9,1,0.083999999,-0.644841194,5.357142925,10,0
1003,2004-061,AScalia,2,1,0,0,2.725,3,9,1,2.724999905,-0.317796707,-0.909251451,12,0
1004,2006-014,AScalia,1,0,0,0,2.797,3,9,1,2.796999931,1.115397453,2.315889359,-11,1
1005,2006-014,SGBreyer,1,0,0,0,-1.478,3,9,1,-1.478000045,1.018558264,-0.836080313,15,0
1006,2005-070,AMKennedy,2,4,0,1,0.441,3,9,1,0.441000015,-0.569620132,-3.544303894,-15,0
1007,2008-012,AScalia,1,0,0,0,2.736,3,9,0,0,-1.033019543,-1.726091862,6,0
1008,2007-016,JGRoberts,2,1,0,0,1.616,3,9,1,1.616000056,3.786816359,-8.597475052,13,0
1009,2008-004,CThomas,2,3,0,0,4.274,3,9,1,4.274000168,0,0,0,0
1010,2004-036,RBGinsburg,1,0,0,0,-1.697,3,9,1,-1.697000027,-2.943840742,-2.038043499,-9,1
1011,2006-016,SAAlito,2,0,0,0,1.608,3,9,1,1.60800004,3.174603224,3.968253851,8,0
1012,2005-083,DHSouter,11,3,0,0,-1.587,2,9,1,-1.587000012,0.011738777,-0.33150053,10,1
1013,2004-065,SGBreyer,2,2,0,0,-1.182,3,9,1,-1.182000041,-0.079322815,-1.665785193,-9,1
1014,2004-057,AScalia,1,1,0,0,2.725,3,9,1,2.724999905,-0.102674007,-1.118716478,8,1
1015,2008-078,JPStevens,4,2,0,1,-2.545,3,9,1,-2.545000076,1.954023361,-2.045976639,-5,1
1016,2004-019,DHSouter,0,1,0,0,-1.698,3,9,1,-1.697999954,-2.478837967,-0.101438761,-12,0
1017,2006-034,DHSouter,3,0,0,0,-1.465,3,9,1,-1.465000033,0,0,0,1
1018,2004-021,JPStevens,1,3,0,1,-2.522,3,9,1,-2.522000074,6.546256542,-0.081726074,-21,1
1019,2008-007,DHSouter,0,0,0,0,-1.506,3,9,1,-1.506000042,-4.013378143,-4.347826004,-5,1
1020,2005-014,AMKennedy,8,1,0,0,0.441,10,9,1,0.441000015,6.282722473,-12.93501663,7,1
1021,2005-052,RBGinsburg,3,1,0,0,-1.467,3,9,1,-1.467000008,0.216450214,-1.363636374,-6,1
1022,2006-075,AMKennedy,5,1,0,0,0.435,3,9,1,0.435000002,-2.880986929,-1.055878043,-5,1
1023,2005-063,RBGinsburg,3,1,0,0,-1.467,3,9,1,-1.467000008,1.51829648,-1.237699986,-10,1
1024,2006-033,JGRoberts,3,0,0,0,1.607,3,9,1,1.606999993,-0.08642292,-1.561374664,14,0
1025,2008-012,JGRoberts,1,0,0,0,1.699,3,9,0,0,0.897029877,-1.756369591,-8,0
1026,2005-071,JPStevens,4,6,0,0,-2.418,3,9,1,-2.417999983,0.588088036,0.65065062,-13,1
1027,2008-012,RBGinsburg,1,0,0,0,-1.65,3,9,0,0,-0.285294771,-0.797147036,4,0
1028,2004-065,AScalia,2,2,0,0,2.725,3,9,1,2.724999905,-6.309095383,2.002808809,11,0
1029,2005-071,DHSouter,4,6,0,0,-1.587,3,9,1,-1.587000012,2.349770069,-0.566933274,-8,1
1030,2008-007,SAAlito,0,0,0,0,1.898,3,9,1,1.898000002,0,0,0,1
1031,2006-063,SAAlito,2,1,0,0,1.608,3,9,1,1.60800004,4.25,2.411764622,7,1
1032,2004-061,SGBreyer,2,1,0,0,-1.182,3,9,1,-1.182000041,-4.369748116,-2.857142925,-14,1
1033,2004-057,DHSouter,1,1,0,0,-1.698,3,9,1,-1.697999954,-7.928571224,-10.5,15,1
1034,2007-067,SGBreyer,1,7,0,0,-1.354,3,9,1,-1.353999972,0.188663006,2.40688324,4,0
1035,2005-064,JGRoberts,6,3,0,1,1.568,3,9,1,1.567999959,2.939293861,0.860628068,4,1
1036,2005-018,CThomas,13,10,0,0,4.341,3,9,0,0,0,0,0,1
1037,2005-047,JGRoberts,3,1,0,1,1.568,3,9,1,1.567999959,1.914773226,3.022514582,-5,0
1038,2005-071,SAAlito,4,6,0,0,1.584,3,9,1,1.583999991,-1.639344215,50,-1,0
1039,2005-014,JPStevens,8,1,0,0,-2.418,10,9,1,-2.417999983,1.003536701,1.516357422,2,1
1040,2004-070,CThomas,3,3,0,0,4.225,3,9,1,4.224999905,0,0,0,0
1041,2005-018,DHSouter,13,10,0,0,-1.587,3,9,0,0,1.767086983,-1.332927465,6,0
1042,2006-033,RBGinsburg,3,0,0,0,-1.577,3,9,1,-1.577000022,0.437360764,-0.823740959,-15,1
1043,2004-050,WHRehnquist,8,9,0,1,1.49,3,9,1,1.49000001,-0.401940584,4.663894653,10,0
1044,2007-068,SGBreyer,7,2,0,0,-1.354,3,9,1,-1.353999972,-6.648575306,-2.442333698,-16,1
1045,2004-036,JPStevens,1,0,0,0,-2.522,3,9,1,-2.522000074,-3.067484617,3.090206623,-1,1
1046,2008-048,SGBreyer,4,1,0,0,-1.11,3,9,1,-1.110000014,-3.552206755,-2.475780487,-9,1
1047,2004-021,AScalia,1,3,0,1,2.725,3,9,1,2.724999905,-1.469961166,-1.330741167,-9,1
