,caseId,justiceName,petac,respac,sgpetac,sgrespac,justiceMQ,petNumStat,respNumStat,lowerConservative,lowerConXjusticeMQ,unpleasantDiff_totalWords,pleasantDiff_totalWords,questionDifference,petVote
266,2005-068,AScalia,1,1,1,0,2.72,7,3,1,2.720000029,-0.697204351,0.378002167,20,0
267,2006-013,SAAlito,2,0,0,0,1.608,3,3,0,0,8.121827126,1.015228391,3,0
268,2006-013,AMKennedy,2,0,0,0,0.435,3,3,0,0,-2.356902361,2.962962866,-4,0
269,2008-058,JPStevens,2,0,0,0,-2.545,3,3,1,-2.545000076,-6.875,-1.25,-7,1
270,2007-071,DHSouter,18,49,0,1,-1.487,9,3,1,-1.486999989,-2.017015457,0.822101116,2,1
271,2008-058,SAAlito,2,0,0,0,1.898,3,3,1,1.898000002,-4.057907104,-2.061855555,-2,0
272,2006-013,DHSouter,2,0,0,0,-1.465,3,3,0,0,-1.070783615,0.075972557,-1,0
273,2007-071,AScalia,18,49,0,1,2.755,9,3,1,2.755000114,1.676724195,-1.017241478,13,0
274,2008-058,DHSouter,2,0,0,0,-1.506,3,3,1,-1.506000042,-4.327375412,-1.034807205,-21,1
275,2006-013,JGRoberts,2,0,0,0,1.607,3,3,0,0,-1.477375507,-0.262443542,-1,0
276,2004-066,SGBreyer,3,1,0,0,-1.182,8,3,0,0,-1.732232571,1.408450723,5,0
277,2004-066,WHRehnquist,3,1,0,0,1.49,8,3,0,0,-2.857142925,4.835164547,-3,1
278,2004-066,SDOConnor,3,1,0,0,0.084,8,3,0,0,0,0,0,1
279,2004-066,CThomas,3,1,0,0,4.225,8,3,0,0,0,0,0,1
280,2004-066,DHSouter,3,1,0,0,-1.698,8,3,0,0,-3.783783674,-1.063358545,-1,1
281,2004-066,JPStevens,3,1,0,0,-2.522,8,3,0,0,5.319149017,2.482269526,10,1
282,2004-066,AScalia,3,1,0,0,2.725,8,3,0,0,-3.713658571,-1.630325079,-20,1
283,2004-066,AMKennedy,3,1,0,0,0.534,8,3,0,0,0,0,-1,1
284,2004-066,RBGinsburg,3,1,0,0,-1.697,8,3,0,0,4.387487888,0.298786163,6,0
285,2007-013,SGBreyer,3,10,0,0,-1.354,9,3,0,0,-1.044607639,-3.370271206,-1,1
286,2007-013,AScalia,3,10,0,0,2.755,9,3,0,0,-3.568114281,3.327437401,13,1
287,2007-013,SAAlito,3,10,0,0,1.701,9,3,0,0,-5.102040768,-1.020408154,-4,1
288,2007-013,JGRoberts,3,10,0,0,1.616,9,3,0,0,-4.428904533,-4.961704731,-20,1
289,2007-013,RBGinsburg,3,10,0,0,-1.564,9,3,0,0,4.08816433,5.307971001,0,1
290,2007-013,CThomas,3,10,0,0,4.372,9,3,0,0,0,0,0,1
291,2007-013,AMKennedy,3,10,0,0,0.342,9,3,0,0,-2.298632145,0.360942125,9,1
292,2007-013,DHSouter,3,10,0,0,-1.487,9,3,0,0,-4.918032646,-3.176229477,-12,1
293,2007-013,JPStevens,3,10,0,0,-2.349,9,3,0,0,-2.958579779,10.1331358,-5,1
294,2008-016,AMKennedy,5,3,1,0,0.588,3,8,1,0.588,3.278688431,-12.64636993,3,1
295,2008-016,RBGinsburg,5,3,1,0,-1.65,3,8,1,-1.649999976,-1.572829247,1.009893656,-7,1
296,2006-036,AMKennedy,4,8,0,0,0.435,6,8,0,0,0.278445482,0.745792866,-6,1
297,2006-036,CThomas,4,8,0,0,4.396,6,8,0,0,0,0,0,0
298,2008-016,SAAlito,5,3,1,0,1.898,3,8,1,1.898000002,1.191942215,2.801724195,5,1
299,2006-036,JGRoberts,4,8,0,0,1.607,6,8,0,0,0.653773308,0.934672356,-6,0
300,2008-016,JGRoberts,5,3,1,0,1.699,3,8,1,1.699000001,-0.137046814,-0.974238157,10,1
301,2008-016,SGBreyer,5,3,1,0,-1.11,3,8,1,-1.110000014,-1.90503788,1.276780367,3,1
302,2008-016,AScalia,5,3,1,0,2.736,3,8,1,2.736000061,-1.844724655,0.230037689,-3,1
303,2006-036,RBGinsburg,4,8,0,0,-1.577,6,8,0,0,1.359899044,-0.790638685,2,0
304,2008-016,DHSouter,5,3,1,0,-1.506,3,8,1,-1.506000042,-0.971740961,0.932346106,-8,1
305,2006-036,DHSouter,4,8,0,0,-1.465,6,8,0,0,1.448180676,2.413634539,1,0
306,2006-036,AScalia,4,8,0,0,2.797,6,8,0,0,2.598807335,-1.856401443,-10,0
307,2006-036,JPStevens,4,8,0,0,-2.437,6,8,0,0,3.908735514,0.918098211,-7,1
308,2006-036,SGBreyer,4,8,0,0,-1.478,6,8,0,0,2.826086998,4.13043499,13,0
309,2006-036,SAAlito,4,8,0,0,1.608,6,8,0,0,-2.56410265,0,-3,1
310,2008-016,JPStevens,5,3,1,0,-2.545,3,8,1,-2.545000076,-5.333333492,-1.333333373,-2,1
311,2008-016,CThomas,5,3,1,0,4.274,3,8,1,4.274000168,0,0,0,1
312,2008-083,JPStevens,10,13,0,0,-2.545,3,9,0,0,2.118970394,1.371551752,3,0
313,2006-009,DHSouter,2,3,0,0,-1.465,3,9,1,-1.465000033,0.711822987,-0.399563074,-7,0
314,2008-083,AScalia,10,13,0,0,2.736,3,9,0,0,2.653511047,-2.141009569,-4,1
315,2006-009,AMKennedy,2,3,0,0,0.435,3,9,1,0.435000002,2.222222328,2.222222328,7,0
316,2006-012,SGBreyer,1,1,0,0,-1.478,3,9,1,-1.478000045,-1.468742371,1.745635867,3,1
317,2006-012,JGRoberts,1,1,0,0,1.607,3,9,1,1.606999993,2.134321451,-1.702825069,11,1
318,2008-083,CThomas,10,13,0,0,4.274,3,9,0,0,0,0,0,1
319,2008-083,RBGinsburg,10,13,0,0,-1.65,3,9,0,0,-3.123282194,2.211902857,8,0
320,2006-009,JPStevens,2,3,0,0,-2.437,3,9,1,-2.437000036,4.90702486,0.516528964,-3,0
321,2004-075,JPStevens,9,22,0,1,-2.522,3,9,1,-2.522000074,-1.34414494,3.924165726,-12,1
322,2008-083,JGRoberts,10,13,0,0,1.699,3,9,0,0,-4.180887222,0.412400246,-30,1
323,2008-083,AMKennedy,10,13,0,0,0.588,3,9,0,0,0.01485014,-0.754380703,1,1
324,2004-075,AScalia,9,22,0,1,2.725,3,9,1,2.724999905,-0.586178541,0.13368988,10,0
325,2007-058,CThomas,5,2,1,0,4.372,4,9,0,0,0,0,0,1
326,2004-075,AMKennedy,9,22,0,1,0.534,3,9,1,0.533999979,0.456498861,-0.977939129,4,0
327,2004-075,RBGinsburg,9,22,0,1,-1.697,3,9,1,-1.697000027,2.89747715,-1.045874953,-2,1
328,2006-009,SGBreyer,2,3,0,0,-1.478,3,9,1,-1.478000045,-1.148361444,0.037707448,-5,0
329,2007-058,JPStevens,5,2,1,0,-2.349,4,9,0,0,-1.941747546,-2.91262126,-8,1
330,2004-075,SGBreyer,9,22,0,1,-1.182,3,9,1,-1.182000041,3.461280584,0.595038533,1,0
331,2006-009,CThomas,2,3,0,0,4.396,3,9,1,4.395999908,0,0,0,0
332,2006-009,SAAlito,2,3,0,0,1.608,3,9,1,1.60800004,0,0,0,0
333,2006-009,AScalia,2,3,0,0,2.797,3,9,1,2.796999931,-6.293706417,-1.398601413,-4,0
334,2008-083,SAAlito,10,13,0,0,1.898,3,9,0,0,-2.5,-3.571428537,-9,1
335,2008-083,SGBreyer,10,13,0,0,-1.11,3,9,0,0,2.550170898,-0.369536877,29,0
336,2006-009,RBGinsburg,2,3,0,0,-1.577,3,9,1,-1.577000022,-6.8633008,1.829268336,2,0
337,2006-012,AScalia,1,1,0,0,2.797,3,9,1,2.796999931,3.49295187,-1.285240412,-4,1
338,2006-009,JGRoberts,2,3,0,0,1.607,3,9,1,1.606999993,5.111655712,1.229508162,1,0
339,2006-012,AMKennedy,1,1,0,0,0.435,3,9,1,0.435000002,-3.175990582,-3.103146791,4,1
340,2006-012,RBGinsburg,1,1,0,0,-1.577,3,9,1,-1.577000022,-2.050874233,-0.563236117,-6,1
341,2006-012,JPStevens,1,1,0,0,-2.437,3,9,1,-2.437000036,-2.935420752,-4.1095891,-14,1
342,2007-058,AMKennedy,5,2,1,0,0.342,4,9,0,0,0,-3.797468424,-3,1
343,2006-012,CThomas,1,1,0,0,4.396,3,9,1,4.395999908,0,0,0,1
344,2008-083,DHSouter,10,13,0,0,-1.506,3,9,0,0,0.973387718,-0.057540178,10,0
345,2007-058,RBGinsburg,5,2,1,0,-1.564,4,9,0,0,3.560830832,0.890207708,12,0
346,2007-058,SGBreyer,5,2,1,0,-1.354,4,9,0,0,0.516008139,2.437669277,5,0
347,2006-012,DHSouter,1,1,0,0,-1.465,3,9,1,-1.465000033,3.45338726,-0.785225034,-11,1
348,2007-058,JGRoberts,5,2,1,0,1.616,4,9,0,0,-1.275635242,-0.466097593,-8,1
349,2007-058,SAAlito,5,2,1,0,1.701,4,9,0,0,5,-7.57575798,-2,1
350,2004-075,DHSouter,9,22,0,1,-1.698,3,9,1,-1.697999954,7.379356861,-0.613773346,-8,1
351,2006-012,SAAlito,1,1,0,0,1.608,3,9,1,1.60800004,5.217391491,2.608695745,5,1
352,2004-075,CThomas,9,22,0,1,4.225,3,9,1,4.224999905,0,0,0,0
353,2007-058,AScalia,5,2,1,0,2.755,4,9,0,0,-0.466030598,-3.774042606,-17,1
354,2007-058,DHSouter,5,2,1,0,-1.487,4,9,0,0,-4.482758522,-4.827586174,-19,1
355,2004-075,SDOConnor,9,22,0,1,0.084,3,9,1,0.083999999,-4.069825172,-2.056402206,8,1
356,2008-014,AScalia,4,1,0,0,2.736,3,8,1,2.736000061,2.494497299,1.821961284,2,1
357,2006-044,CThomas,5,1,0,0,4.396,3,8,1,4.395999908,0,0,0,0
358,2006-073,CThomas,14,47,1,0,4.396,3,8,0,0,0,0,0,1
359,2005-007,SGBreyer,0,5,0,0,-1.4,3,8,1,-1.399999976,0.106849194,0.080136776,2,1
360,2008-014,SAAlito,4,1,0,0,1.898,3,8,1,1.898000002,0,0,0,1
361,2004-033,CThomas,8,5,0,0,4.225,2,8,1,4.224999905,0,0,0,0
362,2008-014,AMKennedy,4,1,0,0,0.588,3,8,1,0.588,0,8.333333015,1,1
363,2006-044,RBGinsburg,5,1,0,0,-1.577,3,8,1,-1.577000022,1.909854889,-3.437738895,-3,1
364,2005-007,AMKennedy,0,5,0,0,0.441,3,8,1,0.441000015,-3.728139639,0.151033401,-3,0
365,2006-044,JGRoberts,5,1,0,0,1.607,3,8,1,1.606999993,0.467512369,0.75896883,9,1
366,2008-014,JGRoberts,4,1,0,0,1.699,3,8,1,1.699000001,1.285258532,-0.573832035,4,1
367,2006-044,JPStevens,5,1,0,0,-2.437,3,8,1,-2.437000036,-3.15789485,-7.368421078,-9,1
368,2006-044,SAAlito,5,1,0,0,1.608,3,8,1,1.60800004,0,6.481481552,1,1
369,2008-014,DHSouter,4,1,0,0,-1.506,3,8,1,-1.506000042,0,0,0,1
370,2008-014,SGBreyer,4,1,0,0,-1.11,3,8,1,-1.110000014,2.057810783,-1.992116809,-2,1
371,2004-033,RBGinsburg,8,5,0,0,-1.697,2,8,1,-1.697000027,-0.327611923,0.100077391,-18,1
372,2006-044,DHSouter,5,1,0,0,-1.465,3,8,1,-1.465000033,-4.282115936,-4.534005165,-18,1
373,2006-073,AMKennedy,14,47,1,0,0.435,3,8,0,0,0.818607092,-0.701663256,-8,1
374,2008-014,JPStevens,4,1,0,0,-2.545,3,8,1,-2.545000076,-2.171052933,4.144736767,-2,1
375,2005-007,RBGinsburg,0,5,0,0,-1.467,3,8,1,-1.467000008,0.195278645,-0.260783672,-6,1
376,2006-044,SGBreyer,5,1,0,0,-1.478,3,8,1,-1.478000045,-5.420991898,-6.113033295,-21,1
377,2005-007,JPStevens,0,5,0,0,-2.418,3,8,1,-2.417999983,1.414585114,1.151824951,-27,0
378,2004-033,JPStevens,8,5,0,0,-2.522,2,8,1,-2.522000074,-2.688172102,-2.150537729,-9,1
379,2006-044,AScalia,5,1,0,0,2.797,3,8,1,2.796999931,-0.096704006,2.755596638,6,0
380,2006-044,AMKennedy,5,1,0,0,0.435,3,8,1,0.435000002,0.263435364,-0.842992306,1,1
381,2006-073,SAAlito,14,47,1,0,1.608,3,8,0,0,-3.254437923,-3.254437923,-8,1
382,2006-073,AScalia,14,47,1,0,2.797,3,8,0,0,-0.395292997,-2.400903463,-24,1
383,2004-033,AMKennedy,8,5,0,0,0.534,2,8,1,0.533999979,1.321585894,1.762114525,12,0
384,2006-073,JGRoberts,14,47,1,0,1.607,3,8,0,0,-4.40771389,3.650137901,-5,1
385,2006-073,DHSouter,14,47,1,0,-1.465,3,8,0,0,0.836011648,0.469197273,17,0
386,2006-073,RBGinsburg,14,47,1,0,-1.577,3,8,0,0,-0.046457648,1.263066053,24,0
387,2005-007,CThomas,0,5,0,0,4.341,3,8,1,4.34100008,0,0,0,0
388,2005-007,SDOConnor,0,5,0,0,-0.027,3,8,1,-0.027000001,-1.276965141,-0.818249702,3,0
389,2008-014,CThomas,4,1,0,0,4.274,3,8,1,4.274000168,0,0,0,1
390,2008-014,RBGinsburg,4,1,0,0,-1.65,3,8,1,-1.649999976,0.257990837,1.301369786,-1,1
391,2004-033,AScalia,8,5,0,0,2.725,2,8,1,2.724999905,1.350677967,0.930294156,13,0
392,2005-007,DHSouter,0,5,0,0,-1.587,3,8,1,-1.587000012,7.8341012,4.147465229,12,0
393,2006-073,SGBreyer,14,47,1,0,-1.478,3,8,0,0,-0.213923693,-0.603629351,6,0
394,2004-033,SDOConnor,8,5,0,0,0.084,2,8,1,0.083999999,1.267800808,-2.825766563,3,1
395,2004-033,DHSouter,8,5,0,0,-1.698,2,8,1,-1.697999954,-1.911670446,-2.351184368,-1,1
396,2004-033,SGBreyer,8,5,0,0,-1.182,2,8,1,-1.182000041,-3.483309031,-3.773584843,-13,1
397,2006-073,JPStevens,14,47,1,0,-2.437,3,8,0,0,3.185302496,-2.127940655,6,0
398,2005-007,AScalia,0,5,0,0,2.72,3,8,1,2.720000029,0.025995731,1.68412447,2,0
399,2005-053,JPStevens,16,2,0,0,-2.418,7,3,0,0,-0.448718071,1.858974218,-3,1
400,2005-053,DHSouter,16,2,0,0,-1.587,7,3,0,0,-8.97959137,-4.489795685,-13,1
401,2007-039,DHSouter,8,2,0,0,-1.487,9,3,1,-1.486999989,0.219709873,0.82699728,-6,1
402,2007-039,JPStevens,8,2,0,0,-2.349,9,3,1,-2.348999977,-1.505394936,5.577793121,-3,1
403,2007-039,SGBreyer,8,2,0,0,-1.354,9,3,1,-1.353999972,-1.030708313,-3.298874855,-9,1
404,2005-053,AScalia,16,2,0,0,2.72,7,3,0,0,1.496973038,-1.425426602,1,1
405,2007-039,RBGinsburg,8,2,0,0,-1.564,9,3,1,-1.56400001,1.323154926,5.139948845,-2,1
406,2007-039,SAAlito,8,2,0,0,1.701,9,3,1,1.700999975,4.494381905,3.651685476,11,0
407,2007-039,JGRoberts,8,2,0,0,1.616,9,3,1,1.616000056,-1.308215618,1.811878681,-12,1
408,2005-053,CThomas,16,2,0,0,4.341,7,3,0,0,0,0,0,1
409,2005-053,RBGinsburg,16,2,0,0,-1.467,7,3,0,0,-1.477677345,-0.054061294,5,1
410,2007-039,AScalia,8,2,0,0,2.755,9,3,1,2.755000114,4.166666508,8.333333015,1,1
411,2007-039,AMKennedy,8,2,0,0,0.342,9,3,1,0.342000008,3.224790096,0.273109317,8,0
412,2005-053,SGBreyer,16,2,0,0,-1.4,7,3,0,0,-2.784602642,5.405405521,13,1
413,2007-039,CThomas,8,2,0,0,4.372,9,3,1,4.372000217,0,0,0,1
414,2005-053,AMKennedy,16,2,0,0,0.441,7,3,0,0,0,-4,-3,1
415,2005-053,SAAlito,16,2,0,0,1.584,7,3,0,0,0,0,0,1
416,2005-053,JGRoberts,16,2,0,0,1.568,7,3,0,0,4.044897556,0.562355995,-1,1
417,2007-033,AScalia,1,0,0,0,2.755,3,10,1,2.755000114,0.742330551,-3.289473772,-11,1
418,2006-067,JPStevens,8,2,0,0,-2.437,3,10,1,-2.437000036,-2.233250618,-4.466501236,-11,0
419,2006-042,RBGinsburg,0,0,0,0,-1.577,3,10,0,0,1.105442047,1.729025006,7,0
420,2007-022,DHSouter,1,0,0,0,-1.487,3,10,1,-1.486999989,0.789737463,0.798534155,-2,1
421,2007-036,JGRoberts,2,0,0,0,1.616,3,10,1,1.616000056,2.464636564,-0.385199308,2,0
422,2006-032,AMKennedy,0,0,0,0,0.435,3,10,1,0.435000002,5.982905388,-3.846153736,-1,0
423,2004-072,AMKennedy,1,3,0,0,0.534,3,10,0,0,0.628786206,-6.149834633,-2,0
424,2008-050,CThomas,1,0,0,0,4.274,3,10,1,4.274000168,0,0,0,0
425,2007-036,SAAlito,2,0,0,0,1.701,3,10,1,1.700999975,-0.761904716,1.047619104,2,0
426,2008-060,AMKennedy,2,0,0,0,0.588,3,10,1,0.588,-3.097570896,-0.602163792,6,1
427,2007-007,JPStevens,6,0,0,0,-2.349,3,10,1,-2.348999977,-1.257297039,0.269420624,-16,1
428,2004-051,WHRehnquist,4,0,0,0,1.49,4,10,1,1.49000001,0.799418688,3.924418688,-1,1
429,2008-060,SAAlito,2,0,0,0,1.898,3,10,1,1.898000002,4.433497429,2.216748714,10,1
430,2004-051,RBGinsburg,4,0,0,0,-1.697,4,10,1,-1.697000027,4.878048897,2.439024448,6,1
431,2006-039,AMKennedy,0,0,0,0,0.435,3,10,0,0,-4.907975674,-2.453987837,-2,0
432,2004-027,DHSouter,0,0,0,0,-1.698,3,10,1,-1.697999954,2.611434937,-0.314990044,6,1
433,2008-050,RBGinsburg,1,0,0,0,-1.65,3,10,1,-1.649999976,-1.73378849,0.218430042,12,0
434,2008-050,SGBreyer,1,0,0,0,-1.11,3,10,1,-1.110000014,1.412939548,0.458508372,-12,1
435,2007-033,JPStevens,1,0,0,0,-2.349,3,10,1,-2.348999977,0.190476179,-1.142857075,-1,1
436,2004-072,CThomas,1,3,0,0,4.225,3,10,0,0,0,0,0,0
437,2005-073,JPStevens,0,0,0,0,-2.418,3,10,1,-2.417999983,-3.649635077,-5.109488964,-4,0
438,2008-050,AMKennedy,1,0,0,0,0.588,3,10,1,0.588,0,0,2,0
439,2007-004,SGBreyer,2,0,0,0,-1.354,3,10,1,-1.353999972,0,0,0,0
440,2007-007,CThomas,6,0,0,0,4.372,3,10,1,4.372000217,0,0,0,0
441,2007-005,AMKennedy,4,0,0,0,0.342,3,10,1,0.342000008,4,1.600000024,4,1
442,2007-007,DHSouter,6,0,0,0,-1.487,3,10,1,-1.486999989,-1.045380116,3.078331232,4,1
443,2006-032,AScalia,0,0,0,0,2.797,3,10,1,2.796999931,-2.518437862,-0.547453642,8,1
444,2005-060,DHSouter,0,0,0,0,-1.587,3,10,1,-1.587000012,0.747967482,0.989547014,2,1
445,2008-052,DHSouter,6,0,0,0,-1.506,6,10,0,0,-2.433248758,-0.010887027,-18,1
446,2005-013,SGBreyer,1,0,0,0,-1.4,3,10,1,-1.399999976,0.278983116,-0.619105339,20,0
447,2004-027,SGBreyer,0,0,0,0,-1.182,3,10,1,-1.182000041,-0.597811699,1.272103071,19,0
448,2007-033,JGRoberts,1,0,0,0,1.616,3,10,1,1.616000056,-3.608901024,2.121526718,14,1
449,2004-027,RBGinsburg,0,0,0,0,-1.697,3,10,1,-1.697000027,1.334566832,0.224629879,-1,1
450,2008-072,SGBreyer,3,0,0,0,-1.11,3,10,1,-1.110000014,1.837953568,-2.272512436,3,1
451,2007-050,CThomas,4,6,0,0,4.372,6,10,0,0,0,0,0,1
452,2004-041,CThomas,1,0,0,0,4.225,3,10,1,4.224999905,0,0,0,0
453,2008-043,AMKennedy,0,0,0,0,0.588,3,10,1,0.588,2.272727251,2.272727251,11,1
454,2008-072,SAAlito,3,0,0,0,1.898,3,10,1,1.898000002,4.526749134,1.234567881,5,0
455,2007-050,SAAlito,4,6,0,0,1.701,6,10,0,0,-3.947368383,-2.631578922,-3,1
456,2008-050,JPStevens,1,0,0,0,-2.545,3,10,1,-2.545000076,-2.647657871,-0.812585711,-14,1
457,2007-045,JPStevens,1,0,0,0,-2.349,3,10,1,-2.348999977,-4.251250267,3.089143753,7,1
458,2004-027,CThomas,0,0,0,0,4.225,3,10,1,4.224999905,0,0,0,1
459,2007-007,RBGinsburg,6,0,0,0,-1.564,3,10,1,-1.56400001,-0.583819866,0.917431176,5,1
460,2007-046,SGBreyer,1,0,0,0,-1.354,6,10,1,-1.353999972,-2.212855339,-0.18879509,-1,1
461,2007-036,AScalia,2,0,0,0,2.755,3,10,1,2.755000114,0.51868701,0.589739919,10,0
462,2008-009,AScalia,3,0,0,0,2.736,3,10,1,2.736000061,-2.208724976,-0.814954758,21,0
463,2007-064,RBGinsburg,1,1,0,0,-1.564,3,10,1,-1.56400001,-1.70440197,-0.727620661,-1,1
464,2008-067,AMKennedy,2,1,0,0,0.588,3,10,1,0.588,-2.022058964,1.764705896,-2,0
465,2004-042,AMKennedy,0,0,0,0,0.534,3,10,1,0.533999979,-1.174474716,-4.737048626,-2,0
466,2008-035,SGBreyer,1,0,0,0,-1.11,3,10,1,-1.110000014,-6.117353439,-3.370786428,-8,0
467,2005-013,AScalia,1,0,0,0,2.72,3,10,1,2.720000029,2.970297098,3.960396051,2,0
468,2008-067,CThomas,2,1,0,0,4.274,3,10,1,4.274000168,0,0,0,0
469,2004-072,AScalia,1,3,0,0,2.725,3,10,0,0,-0.346084118,0.450405598,1,0
470,2006-067,JGRoberts,8,2,0,0,1.607,3,10,1,1.606999993,1.823449135,0.480572581,2,0
471,2007-022,JGRoberts,1,0,0,0,1.616,3,10,1,1.616000056,-3.453629255,-1.300519228,0,1
472,2007-045,JGRoberts,1,0,0,0,1.616,3,10,1,1.616000056,-0.785404921,2.164502144,2,1
473,2005-069,DHSouter,18,13,0,0,-1.587,3,10,0,0,3.299203634,3.185437918,18,0
474,2006-052,SGBreyer,9,2,0,0,-1.478,3,10,1,-1.478000045,-1.716572523,-1.139810801,-1,0
475,2007-052,JGRoberts,0,1,0,0,1.616,3,10,1,1.616000056,-1.507903576,-1.893400669,-13,0
476,2007-006,JPStevens,2,0,0,0,-2.349,3,10,1,-2.348999977,5.435693264,7.195224285,-9,1
477,2006-024,AMKennedy,3,6,0,0,0.435,6,10,0,0,2.542372942,5.084745884,1,1
478,2007-050,RBGinsburg,4,6,0,0,-1.564,6,10,0,0,0.747238398,-1.007147431,7,1
479,2008-035,CThomas,1,0,0,0,4.274,3,10,1,4.274000168,0,0,0,0
480,2006-052,CThomas,9,2,0,0,4.396,3,10,1,4.395999908,0,0,0,0
481,2008-072,JGRoberts,3,0,0,0,1.699,3,10,1,1.699000001,3.155637264,-2.726715565,-12,1
482,2004-038,RBGinsburg,1,0,0,0,-1.697,3,10,1,-1.697000027,-3.780989885,-0.073386431,3,1
483,2007-004,JPStevens,2,0,0,0,-2.349,3,10,1,-2.348999977,-1.724137902,0,-1,0
484,2005-073,RBGinsburg,0,0,0,0,-1.467,3,10,1,-1.467000008,-0.854661465,-2.508546591,2,0
485,2008-009,SGBreyer,3,0,0,0,-1.11,3,10,1,-1.110000014,3.024263859,-0.505510092,5,1
486,2008-060,JPStevens,2,0,0,0,-2.545,3,10,1,-2.545000076,2.752293587,2.752293587,1,1
487,2005-073,DHSouter,0,0,0,0,-1.587,3,10,1,-1.587000012,1.543209553,0.067096233,5,1
488,2004-013,JPStevens,1,0,0,0,-2.522,3,10,1,-2.522000074,0.826709032,0.217276096,12,0
489,2007-050,JGRoberts,4,6,0,0,1.616,6,10,0,0,-2.62664175,-3.189493418,-12,1
490,2006-067,RBGinsburg,8,2,0,0,-1.577,3,10,1,-1.577000022,1.687306643,-1.044891596,5,0
491,2007-036,AMKennedy,2,0,0,0,0.342,3,10,1,0.342000008,2.747126579,0.524904251,-3,0
492,2007-052,CThomas,0,1,0,0,4.372,3,10,1,4.372000217,0,0,0,0
493,2006-032,DHSouter,0,0,0,0,-1.465,3,10,1,-1.465000033,-0.025386333,-0.002759457,-10,0
494,2007-006,AMKennedy,2,0,0,0,0.342,3,10,1,0.342000008,-1.06382978,2.127659798,2,1
495,2008-050,JGRoberts,1,0,0,0,1.699,3,10,1,1.699000001,0.26574564,-1.282221556,-4,0
496,2004-051,DHSouter,4,0,0,0,-1.698,4,10,1,-1.697999954,-1.12626791,0.574304819,-3,1
497,2007-050,SGBreyer,4,6,0,0,-1.354,6,10,0,0,-1.919744849,1.532446861,0,1
498,2008-008,SAAlito,0,0,0,0,1.898,3,10,1,1.898000002,4.868913651,-7.276618481,3,1
499,2004-042,SDOConnor,0,0,0,0,0.084,3,10,1,0.083999999,9.615385056,3.846153736,2,1
500,2007-005,CThomas,4,0,0,0,4.372,3,10,1,4.372000217,0,0,0,0
501,2004-042,RBGinsburg,0,0,0,0,-1.697,3,10,1,-1.697000027,0.804069042,2.051723719,-5,1
502,2007-045,DHSouter,1,0,0,0,-1.487,3,10,1,-1.486999989,0.620388985,3.532305002,-3,1
503,2004-013,AMKennedy,1,0,0,0,0.534,3,10,1,0.533999979,0,-9.090909004,-1,0
504,2008-043,DHSouter,0,0,0,0,-1.506,3,10,1,-1.506000042,1.408199549,-0.802139044,-1,1
505,2006-042,SGBreyer,0,0,0,0,-1.478,3,10,0,0,2.278606892,-1.900497556,-15,0
506,2008-009,AMKennedy,3,0,0,0,0.588,3,10,1,0.588,1.20772934,0.351339579,6,0
507,2008-009,SAAlito,3,0,0,0,1.898,3,10,1,1.898000002,5.723905563,1.010100961,16,0
508,2005-073,SAAlito,0,0,0,0,1.584,3,10,1,1.583999991,3.125,0.78125,4,0
509,2008-035,SAAlito,1,0,0,0,1.898,3,10,1,1.898000002,4.278074741,3.208556175,6,0
510,2008-055,AMKennedy,5,1,0,0,0.588,2,10,1,0.588,6.527415276,2.610965967,16,1
511,2008-043,AScalia,0,0,0,0,2.736,3,10,1,2.736000061,0.848794699,0.316168189,5,0
512,2006-052,RBGinsburg,9,2,0,0,-1.577,3,10,1,-1.577000022,2.178874969,-2.897267342,6,0
513,2007-032,AMKennedy,1,0,0,0,0.342,3,10,1,0.342000008,2.426222801,-1.02990675,7,0
514,2008-055,CThomas,5,1,0,0,4.274,2,10,1,4.274000168,0,0,0,1
515,2007-052,SGBreyer,0,1,0,0,-1.354,3,10,1,-1.353999972,-4.761904716,-1.731601715,-1,1
516,2007-006,DHSouter,2,0,0,0,-1.487,3,10,1,-1.486999989,0.240847588,0.698458433,0,1
517,2005-069,JPStevens,18,13,0,0,-2.418,3,10,0,0,5.828220844,4.601226807,18,0
518,2004-038,SGBreyer,1,0,0,0,-1.182,3,10,1,-1.182000041,1.906852245,0.524844408,-4,0
519,2008-067,DHSouter,2,1,0,0,-1.506,3,10,1,-1.506000042,-9.981684685,2.197802305,3,0
520,2007-022,CThomas,1,0,0,0,4.372,3,10,1,4.372000217,0,0,0,1
521,2007-005,SAAlito,4,0,0,0,1.701,3,10,1,1.700999975,6,1.600000024,8,0
522,2007-006,SGBreyer,2,0,0,0,-1.354,3,10,1,-1.353999972,0.258045673,-0.720978022,0,1
523,2007-006,AScalia,2,0,0,0,2.755,3,10,1,2.755000114,1.781160355,-0.531778157,-2,1
524,2008-055,DHSouter,5,1,0,0,-1.506,2,10,1,-1.506000042,-3.571428537,3.99159646,-5,1
525,2007-032,SGBreyer,1,0,0,0,-1.354,3,10,1,-1.353999972,3.968253851,3.968253851,4,0
526,2004-064,JPStevens,1,0,0,0,-2.522,3,10,1,-2.522000074,-1.130323887,0.336731076,-13,1
527,2007-032,JPStevens,1,0,0,0,-2.349,3,10,1,-2.348999977,0,0,0,0
528,2008-043,CThomas,0,0,0,0,4.274,3,10,1,4.274000168,0,0,0,0
